rating,review,split
negative,"macroni grill , was once a great restaurant chain . now , it s dying a slow death , all because the value of customer service , proper restaurant management have long gone . you can t rest on the laurels of the brand that was once exceptional ! ",train
negative,we went there to get some good chicken wings and the big problem was that they were cold ! i have had better chicken wings in other hooters . ,train
negative,"so i ve subtracted a star and if i could give this place zero stars now i would . . . come to find out they charged my co workers credit card times each totaling ! n nrun far , far away ",train
negative,over priced is what comes to mind when i think of this place . no discounts for students popcorn was stale ! i live about minutes away and still will travel the extra minutes to harkins ! ,train
negative,"this place was awful , i was there for rehab the therpists were ok , there were some awesome cna s the food service was really bad no selection and tasted like shit . i wouldnot recommend this place to anyone ! ",train
negative,"it s a very cool bean bag , but i couldn t stop laughing when i heard the prices . i can t believe how expensive these things have gotten . . . i think i till go over to ashley and buy a sofa , coffee table , some lamps , an area rug and pay my cable bill instead . ",train
negative,had noodle soup in the restaurant section . the soup was ok but it was hard getting past the stagnant aquarium smell wafting in from the grocery area . interesting place but i probably won t be going back to eat here . ,train
negative,"so gross . so , so gross . i wasn t expecting fine dining , but seriously ? ! n nthere s nothing new york about this shit hole , unless you count the dirty prints on the wall . n ndon t waste you re time or your money . ",train
negative,full plate of not so tasty and unrecognizeable food . ntacos were soaked in grease . phoenix just doesnt know how to do mexican food . . . . ,train
negative,disgusted by server who goes by the name of mike and how he served my children ! ! ! ! ! ! ! ! ,train
negative,"uninspired . from the food to the staff , just another mediocre chinese restaurant in the valley . i expected something better . ",train
negative,"mediocre at best . not too tasty . salsa blah , beans and rice too salty . only thing i feel confident in recommending is the mexican pizza app w chicken . big enough to share . other than that , the price is too expensive for the food served . ",train
negative,"great place for mexican food if your white and never had homemade . just like seranos or any other chain , plus its more expensive . ",train
negative,made an appointment for . they completely forgot i was coming but said they could start on my car in ten minutes and be done in an hour . came back an hour later only to see my car in the same spot . they said it would take another two hours to start work . completely unhelpful and unapologetic . ,train
negative,it s a hit or miss here depending upon what stuck up college kid you get serving you . ,train
negative,been there times . it is way overpriced and the service is average . capital grille is much better . mortons is better . not a big fan . ,train
negative,"disappointed . the noodles in the chow mein were no more than plain spaghetti noodles . nothing had that great of quality . the cashew chicken was alright but i ve had much better . . everything was just ok , don t think we ll be trying again",train
negative,the service is horrible . don t waste your time or money . you ll get better service at jack in the box . ,train
negative,was like any other typical bbq place . unsure why there was so much hype . service was slow . food was tepid . ,train
negative,i was disgusted this morning to drive by and see a whole foods being put in this center just down the way from trader joe s . shame on town country for even allowing this and shame on whole foods for such an underhanded move . wrong . ,train
negative,this place is severely overpriced . nsecondhand couches for . . . . um i think not . ntheir clothes are all extremely worn as well but that doesn t stop them from charging . for them . ni would go to a different thrift store if i were you . ,train
negative,"my husband and i went there for our friends birthday dinner . the food wasn t that great and the salad looked like it was from one of those salad bags that you can get at a grocery store . our waiter was very nice , but the food wasn t so great . i think olive garden is better than this . ",train
negative,closed . signage down . boarded up tight . phone disconnected . ,train
negative,"only because you can t give it a half star . terrible employees , dirtiest mcdonald s i have ever seen . lousy service . ",train
negative,one of three tables in the resturaunt . waited ten minutes no service at all not even a drink order . when we went to leave the bartender waitress told us to not let the door hit us on the way out . yepppp wont be back ever . . ,train
negative,the waiter was excellent . . . tooooo bad i couldn t say the same about the food . flavorless and dry . ,train
negative,"first of all i saw this resturaurant on diners drive ins and dives . i thought i d give it a try . i ordered the hard shell carne asada tacos , they were awful . they tasted like rubber just very bland . i think the meat might have been over cooked . needless to say i will not be returning",train
negative,the food was edible . ok at best . was not worth going out of your way to get but if you are going to the movies next door and your cravings some asian food then perhaps this place is for you . i ordered food for the family of five . no one was happy with the food but it filled their stomachs . ,train
negative,"well , ordered pizza with black olives and pineapple . came with black olives and pepperoni . since i am a vegetarian that won t work . the salad was ok and cheesecake ok . nothing special . very sad excuse for a streets of ny . ",train
negative,pouched eggs are totally raw eggs . long long waiting time for breakfast after beverages . served obviously rotten strawberry . ,train
negative,well the waitress was really nice and was working hard . but she had to do the place on her own . food came out cold . ,train
negative,"facility ok . shipping is horrible . bring on the brown . while the place is ok for copies and such , fedex shipping is worse than the post office . slow and often laden with problems . ups from now own",train
negative,slow service and messed up orders . i don t know if they didn t expect the crowd they had . . . . ,train
negative,nice place but overprice and very bad,train
negative,pizza was terrible and i was hungry . notch or two below sbarros . most of the food at this food court was not good . ,train
negative,"we walked out . never got to eat . the waiter was to busy hitting on the year old girls sitting behind us then come up and take our order . we waited a good minutes and no love . n nnot to mention , the food looked over priced for what is was . ",train
negative,i really dint care for this place . the music was blah and the out door seating was lame . the only cool thing i saw was the big unit . a home wrecking size weenie some old man was trying to deep throat . ,train
negative,"boy how things have changed . the staff and menu are the same , but the way the food is prepared is completely different not in a good way and the service has become very slow . n ni m not sure what happened , by i hope they get their act together . ",train
negative,very small and crowded compared to other whole foods . selection smaller but still very nice . ,train
negative,still haven t heard back from louis after more than a month . perhaps the customers aren t as much of a priority as they would like you to believe . ,train
negative,giving a discount on any nail procedure . . had a pedicure today and paid full price no discount . i was so mad because i asked last week when i stopped in if it included pedi s i was told yes . lost my business . i ve been going there for years . ,train
negative,had chicken katsu and gyota . every dish was horribly sour tasting . ,train
negative,"the place i tried was on union hills , absolutely terrible . . pizza was over done , wings were bad and i felt like a fool spending . there for a terrible product . ",train
negative,this place is just an old s motor hotel room rooms that smell of smoke . never again . there are better place around . ,train
negative,"meh , it s functional i guess . i m usually only here for layovers and seem to have the same experience every time . walking long , endless hallways in search of more than one food option and never finding a place to sit down near the food options or near the gates . ",train
negative,skip this one . ,train
negative,bird crapped on me from rafters not their fault but didn t help the experience hand wash took over an hour and a half and was below par quality wash . not a good overall impression . ,train
negative,"alright , for all the hype i heard about this place , it is probably the worst pizza i ve had in the valley next to the new improved domino s , yuck ! . maybe a long time ago it was good , i don t know , but now it is a big over priced blah ! ",train
negative,"slow , dirty , out of the wrap for the wraps , kids running wild all over and have been waiting mins for my food . i will never come back . i don t expect high quality food , but there are much better locations elsewhere . ",train
negative,our dr . is great but the administration fee is completely inappropriate . they charged my wife an annual fee and myself a fee . we are not going to pay a year to be seen at this facility when they collect our co pay and bill our insurance company . we will find another provider . ,train
negative,bad ! ! ! worst chinese food in pittsburgh ! ,train
negative,fine for an overnight at the airport . not a vacation destination . needs a full restoration . breakfast included . ,train
negative,"place is garbage , over priced , with lousy service . went there last nigh had a party of , cyndi thought she needed to add gratuity to our bill so she didn t have to really work for a tip . just an awful place . ",train
negative,just one word of advice . nmake sure your trunk is empty and contains zero valuables before you drive your car into lindstrom s . nlocking it won t be enough . ni m just sayin . ,train
negative,closed as of ,train
negative,crowded with overpriced food ,train
negative,"i loved the ambiance . well decorated and fancy white table cloth . n ni ordered the veal , but wasn t that impressed with the lunch prices . i would try other options next time for sure . ",train
negative,cockroach on table and a neighboring table . lamb super mealy . wine bottle opened in back and then brought to table with cork from another bottle . no apologies . just arguments . you ve been warned . ,train
negative,"went in for their th anniversary customer appreciation day . had the jewish sliders . if this is the way this dump celebrates its customers , count me out . what a joke . bland , crowded , unreasonably priced . . . no bueno . ",train
negative,won t come back here . . . these people are incompetent . . . over two weeks for alterations that still haven t been done . . made me wait despite coming before a regular . . . . i ll give one star because at least the lady was nice,train
negative,not my favorite place in the world i love in and out they by far have the best burgers lennies burgers is alright but if you really want a real good burger you go to burger bar in vegas . ,train
negative,"the food isn t great . i really only like the chocolate cake which is strangely sweet but does not have much chocolate flavor . still i m strangely addicted to it . the food is rather bland , the main flavoring ingredient seems to be salt and oregano and that s about it . ",train
negative,menu not filled with foods that sounded good to me . n nservice sucked n nchopped chicken salad boring all lettuce n nmini burgers not even worth . n ni will never return to sammy s ! ! ! ,train
negative,terrible services . . . you have to reminded them to give you condiments . . ,train
negative,i expected better for the price . ,train
negative,went here with friends and have been to other locations . this location was different than the rest though . the food came out overlooked to the point of tasting burned . was not impressed . ,train
negative,"the food is great . the wait is insane . i ordered online , they said it would be minutes , it was minutes . for three meals . are they catching the fish ? ! then they tell me that i m having to wait because they had to fill a catering order . well don t i feel special . ",train
negative,yuk ! this is the worst bbq resturant i ve ever are at . i will not be returning and will advise those i know not to dine here . ,train
negative,food was poor . nachos were burnt . waited minutes for check . star is generous . not sure but i think the ribs were coyote . ,train
negative,over charge . i had to go online to website to get a cheaper price . wait was over min and uncomfortable waiting room . not a jiffy lube place . other places have taken min for same service,train
negative,if you choose to go with the mexican side of the menu its disgusting . everything is slop on a plate . no one should come here and pay these prices . ,train
negative,no stars ! walk to the restroom and see the salsa and so called bean dip sitting on the counter with the dirty dishes and other cleaning equipment . i should have left then . seriously on the cusp of calling the health dept on them . ,train
negative,once i stepped off the plane it smelled like puke . wtf ? ,train
negative,"the service was good , but the food was terrible . i prefer healthy green vegan food rather than soy protein product and meat substitutes . the atmosphere is weird ! i ll never go back here . ",train
negative,"took minutes to rent a car with only person in live ahead of us . they were too busy trying to upsell . good for their business , bad for customers . problems checking car back in on return . will never rent again . ",train
negative,"just did carry out . panda express is way better . actually , taco bell is better . ",train
negative,are you kidding me ? ncockroaches ! ! nat least i saw them before my order came to the table . ,train
negative,this is just very bad bbq and poor service . i have given it several chances and nothing has changed . will not be going back . ,train
negative,"well bellow average gyros . soft , tasteless pitas with bland meat and sauce . seriously , turn the corner onto wright street and step into wunderdogs for an absolutely fabulous gryo . not the best i ve ever had , but easily the best in town . ",train
negative,there is really nothing special about this place . there s a wide selection of burgers and drinks but i think even in n out is better and they have less variety . service was ok . my food wasn t even hot when i got it . ,train
negative,i just paid for two drinks . this place is delicious and healthy but the price is absolutely ridiculous . the kale isn t fresh it s frozen . the drinks are good but not worth the price . just juice at home or go to a neighborhood market . ,train
negative,"horrible customer service , they are either not payig attention and rush or talking on their cell phones while doing your nails ! ! there are way better nail shops close by who actually care about the customer . ",train
negative,"watered down milk . . . nasty pancakes , and way over prized . it was not like this years ago though , makes me sad . ",train
negative,sorry excuse for a filebertos horrible staff carna asada full of grease carnitas full of grease dirty restaurant meat taste like it might make me sick you will be better off going to taco bell,train
negative,"this was the first time i came here and it was ok . n nthe chicken was flavorful but the salsa were definitely lacking . n nalso , kind of on the expensive side considering it s a fast causal type place . ",train
negative,tried using the online order store pickup with the hopes of increased efficiency . fail . ,train
negative,i agree with some of the other reviews . overall this resort is a disappointment . it s just ok . just ok . expect more from the hilton name . ,train
negative,this place over charges and the food was not that great . nit was not authentic and very americanized chinese . ,train
negative,"this location is always busy . but the customer service side sucks . you can tell if the food is fresh or not , and in my case it never is . stale tasting . the ladies behind the counter are always rushing you , and barely speak english . ",train
negative,pizza ok on it s own nothing great . definitely not worth the restaurant price . definitely not like pizzeria uno in chicago . are they even related or are they just using their name and trademark . ,train
negative,okay i like this place but prices have gotten higher . . . and the man that works here always looks at everyone like they are going to steal or something ! it not like i wanna pocket a dollar nail art ! customer service sucks,train
negative,not at all worth it . front of the car was not clean at all . paid an extra to have the wheels cleaned and the brake dust still remained on the rims . will not be going back,train
negative,"all of my culture pass issues were taken care of by contacting act one directly . they have called and explained to amanda , and hopefully all other employees of this branch , how a culture pass works . ",train
negative,worst cab service ever . ronda was the rudest person ever on the phone . please someone just put them out of service already . ,train
negative,"i wasn t impressed with this place . the menu sounds really great the waitress suggested i get the chicken bacon mac cheese , but it was disappointing to say the least . ",train
negative,"excellent place to eat for lunch and dinner , the food is average , the staff is friendly",train
negative,the reviews on here are fake and written by the owners . . . the food here is not good at all and the staff are idiots . never coming here again . . . ever . ,train
negative,nice staff . dirty . there was fecal matter on my shower curtin . cleanliness is not a priority here . hotwire is the reason for all my problems . i will never do name your own price . ,train
negative,seafood noodle soup had slices of pork . the cilantro garnish wasn t even chopped . ,train
negative,seriously slow tall old man doesn t know how to make drinks . ,train
negative,"completely inedible . some people say the price is right , but i say you get what you pay for . i would have rather been served dog food . . . at least then i would have known what it was . servers couldn t even open bottles of wine . i certainly wouldn t use this company . ",train
negative,"we used to love this place . unfortunately tonight , we had the absolute worst service ever . we will not be returning . ",train
negative,"i have read all the reviews below , and still want to give it a try . only becasue my son , bless his heart is taking me for a birthday lunch . . . . i do plan to write more once i get back . . . . so here it goes . ",train
negative,"i was a little disappointed , the place is very old and the service was not great came in for dinner , way over priced for the portions and rice and naan not included ! my suggestion is you read all reviews before going . ",train
negative,ordered a coconut craze and it tastes like i m eating frozen yogurt not the healthy smoothie that i was expecting . i ll give them another shot and order something different next time . . . . . ,train
negative,soooo expensive . they come up with arbitrary charges that end up costing an arm and a leg . they also ripped the seam on one of my shirts in the process of cleaning it . would not recommend . there is a . dry cleaner right down the street on indian school that i ve started going to instead . ,train
negative,"over crowded , nothing special",train
negative,i walked in and it immediately smelt like throw up . i couldn t even wait to order i had to leave . gross ! ,train
negative,"average food , very limited delivery area , and abrupt customer service . very meh . ",train
negative,overpriced ashley furniture . . . . . . some made in china . ncouch was saggy after a year . they only give you one year on the foam warranty . nwarranty not great either . ndo better research when furniture shopping . ,train
negative,"sticky cups , wrong change , training day ? ? ? heaven help them ! i saw five customers walk in as i left ! hope they count their own change ! ",train
negative,i got my engagement ring sized and this happened . i received a ring that was a lot thinner and sharp . now i have small cuts and extremely dry skin which i didn t have before . sad face ! ,train
negative,"i ordered a salmon taco which was delicious but very small . seriously , three bites and it was finished for dollars ! not a good value . ni spoke to the manager and he said that they keep on raising their prices . too bad . rubio s once was a good value . sadly , that s no longer true . ",train
negative,will not be back . was seated at a dirty table had to point out that the coasters were all dirty . food was not as good as recent visits blooming onion very greasy and ribs appeared to have been warmed up then just cooked my opinion,train
negative,ray took longer than he said originally and charged us more than we were quoted . ,train
negative,"over mins to get seated , mins for drinks , mins later , no one even took our order . only tables in the whole restaurant ! we have a baby and a three year old , and they wasted all the time we would ve had to have a family dinner , so we left . ",train
negative,"there s only one good sandwich here , and it s the bobbie . capriotti s is overpriced and i suggest that you look elsewhere for decent sandwich . ",train
negative,"rick , i ordered directly from the stny website clearly ordered delivery . you need to have a qualified programmer re evaluate your online ordering system . for now , we ll continue to order online from pizza hut where we get exactly what we order consistently friendly service . ",train
negative,"do not go here . have been going here for years and quality has gone way done . now , my diamond ring has been lost under some questionable circumstances , and they are refusing to help me or look or do anything . don t let this happen to you . ",train
negative,pass . . . n nvery mediocre food when surrounded by a lot of great options . i can t believe the food network came here ? ! ,train
negative,my year old daughter and i just returned from this location and we both got very sick . she had the orange chicken and me the pad thai w chicken . gross,train
negative,this store just isn t what it used to be . ,train
negative,the fact that bashas is still even in business both astounds and frightens me . ,train
negative,"greasy , flavorless and unappealing . i will not go back here and recommend that you too find an alternate lunch stop . ",train
negative,worst service ever ni think they had two people working nno one could give me actual direction as to where i could find what i needed nwalked around the store lost looking for where they told me to go n nleft empty mad and frustrated going to michael s,train
negative,"you know all the stereotypes you have about walmart ? this location reaffirms all of them . i m glad to see it s being renovated . until that s complete , i recommend staying as far away from this walmart as possible . ",train
negative,"service was okay , at best . i wouldn t go there again . they quoted me at thousands of dollars of repairs for my car to pass inspection . i took it somewhere else and had it done for a fraction of the quote . ",train
negative,"the food looks great so i d definitely try it again for lunch or dinner . but it s a tiny space , even with the upstairs , so don t go on weekends if you don t like being mauled to death by overly tan twenty somethings in polo shirts . ",train
negative,"terrible . the food is bland and boring . n nthe service was fast and friendly , but that doesn t make up for the complete disaster of a meal that we were served . n ni really can t overemphasize how bland everything was . don t go here if you require food that has some kind of flavor . ",train
negative," nd chance didn t make it better . they messed up our dinner order and had some kitchen issue , so we had to wait . food came orange ckn and it was overcooked and very , very dry ! ",train
negative,luke warm water low water pressure tub needs to be replaced looks dirty . workout facility is mediocre . this is the worse hgi they i ve stayed in . checking out to and going to a different hotel . staff was nice . breakfast was good . ,train
negative,"every time we go here it gets worse and worse . dirty , rude employees , and less and less flavor . all three of ours were white snow at the bottom . worst location ! clean it up and treat people well ! ",train
negative,this is the worst pizza store in charlotte . i have ordered from this location three times and they have never gotten my order correct . ever . as the other reviewers noted the management is horrible and rude . don t waste your money . ,train
negative,"our i pad was stolen out of our room by a staff member ! nice place , but we are out a dollar ipad ! ",train
negative,first time they served me oatmeal in a cup . second time they have no hot chocolate and i still had to wait in the drive thru . unsure why the management staff is unable to order the right amount of inventory . im not giving a rd chance to be disappointed . ,train
negative,"i got double booked for christina . i have never had this happen to me in decades of going to salons . it s bad business practice and doesn t say much as far as respect for the client . my time is valuable , i adjusted my schedule to get there for my appointment timely . ",train
negative,"this place sucks . i work nearby and thought i would give them a shot . bad mistake . took over minutes after the car came out of the wash ! ! ! really ? ? mins to dry a car ? n ndo yourself a favor and never go here ! ! ! ! ! ! ! even if your retired and have all day , go somewhere else ! ! ! ",train
negative,i am a native new yorker and lived in chicago and these bagels are like einstein bagels . the skin of the bagel is soft and not authentic . coffee is horrible . service marginal . avoid this place if you know bagels . ,train
negative,"i went here once with a friend . n nwe had the lunch buffet which was average . n nuntil , i saw two cockroaches crawling around . not , even your normal cockroaches but , gigantic cockroaches . n ni couldn t eat anymore but , for some odd reason my other friend did . ",train
negative,"service was slow . waiter knew little about what they served . they didn t even offer sangria . my meat on my enchilada wad tough and flavorless . it s hard to do mexican this bad , but they pulled it off . ",train
negative,absolutely horrible service . they refused to do propane after their streetlights come on even if it s a bright out tried to tell me he would get fired . five people waiting for propane and he refused to come outside told me the propane tank turns off because the sun starts to set . ,train
negative,"our chicken was so over cooked we could not eat most of it . our enchiladas were stone cold . the place was filthy , greasy ! i was shocked , my dad would not eat any of it . i will never go back . ",train
negative,this restaurant is now closed . ,train
negative,"who puts celery in chili ? n nno french fries ? n ncarrot and raisin salad on the menu ? n ncute old fashioned decor , but really i just wanted to dust the place . ",train
negative,"service was a little slow , the tacos were delicious . n nwhat my girlfriend complained about the guacamole had too many onions . slow service . ",train
negative,waited in line for twenty minuets while the lady s behind the counter talked and giggled . i was the only in line and i wasn t even given the courtesy of eye contact . i took my money and left and won t be back . ,train
negative,we we re not impressed . the prices are high for what is bar food with no real uptake . n nservice was neutral both visits stayed in attached hotel . n nwould be willing to grab a cocktail but definitely better options around . ,train
negative,"over priced and they forgot my friends pizza order , so i had to wait while mine got cold until theirs came . ntook way too long to get my drink refills . ",train
negative,this is a starbucks . how sweet and not like coffee do you like your coffee ? ,train
negative,it is so unhealthy and gross ! the chicken there isn t even real . yuck ! ! ! ,train
negative,"dishonest dealers , stay away from this establishment like the plague . nalways comes up with a different story and not versed in customer service . ngo to scottsdale gun club for professional service and great selection . ",train
negative,"what a crock ! the thin bagel with asparagus mushrooms , swiss . . . you get mostly cheese . . . it doesn t look at all like the picture on your website depicting a load of asparagus smothered in mushrooms . . . so full of it definitely not worth the price . n this was the one in greentree ",train
negative,i hate this walmart more than i hate most walmarts ! ! ! this is like that bad rash you have that you hope will go away with a trip to the free clinic but only gets worse and your are forced to amputate ! ! ,train
negative,"the cheapest , most tasteless mexican food i ve ever had . very greasy , nhorrible cheese . ",train
negative,"i have never gotten an order correct from this specific mcdonald s . i m not sure what the problem is , but it is never , ever right . it is never quick . the staff is always rude . after trying at least times over the past year , i ve finally given up hope on this place . do not recommend . ",train
negative,party of one deal keeps getting more expensive . salad tastes like it was bought from food lion . n npizza is what you d expect . ,train
negative,"horrible customer service , i do not recommend ",train
negative,mediocre food . good service . no need to return . ,train
negative,the office staff is friendly but don t return calls . there are unnecessary fees for paying rent online and the maintenance department is rude and they refuse to fix issues properly . ,train
negative,wasn t really impressed with the staff . couldn t return the sofa after finding out that it was too large for our living area . outrageous prices . ,train
negative,once again my local dominos lets me down . i call the store after according to the website my order left the store over an hour ago and the manager literally laughed when i asked for a refund . keep my dominos bc you will never get another dime from me or anyone i know . ,train
negative,just got a gel french manicure and unfortunately the look is not sharp . i don t know if is recommend this joint,train
negative,"fair at best . i keep wishing for a great creol cajun place here in town , but , sadly , have yet to find one that is good . n nthe food lacked flavor and just was sort of eh . they need a recipe total overhaul revamp and they d be fine . ",train
negative,the food is just ok nothing special . i had the fish and chips i would rather them be battered and not panko crusted . the service is just ok too . i did enjoy the cold beer . ,train
negative,"this is a small , very dimly lit location and in no way resembles any other more modern best buy location . i guess all the merchandise is the same , but the layout is poor and they must have forgotten to remodel this location years ago . ",train
negative,"disgusting , slow and pathetic . takes phone orders before the people standing in front of them . food is subpar . skip unless starving",train
negative,worst chicken parm ever including frozen meals but very good pizza . i give it stars . if you are an italian place it is not acceptable to have terrible chicken parm . . . sorry,train
negative,it seems like whenever i go in to this store what should only take minutes to do ends up taking . it doesn t help that this company has the worst customer service year after year . ,train
negative,"it bothers me that employees , deli staff , sushi staff sit outside the front doors smoking . i ve caught the sushi staff returning from a smoke break and didn t bother to wash their hands . i wont be buying sushi here again . ",train
negative,"would not suggest this to anyone . burger king is more expensive for a burger that this place and there is a reason for that , there burgers are way better . moved to buckeye a short while ago and had to try it , won t be a second time . . . njohn h . ",train
negative,"the food was bland , the cheese dip reminded me of cheese wiz and after seated i waited over minutes just to give my drink order . the only good thing was the chips . . . not going back . ",train
negative,"disgusting . . . need to be shut down , maybe we should have clued in when they make your pay first . ",train
negative,i prefer wingstop . bww didn t win me as a customer . good sport restaurant to watch games though . ,train
negative,will give you the shits . ,train
negative,lots of adjectives come to mind . dumpy . ancient . moldy . quite far from the heart of downtown by charlotte standards . most rooms don t even have a minibar . nor do they have nice tvs . n nthe wifi speed was decent though . that s always a plus . ,train
negative,went back and it turned out to be delicious ! will def be back ! ! ! ! ,train
negative,their customer service sucks there . every time we decide to go their i hope different people are working there . today the orange chicken was bla . not impressed . ,train
negative,went here for lunch . ordered wing lunch . took over minutes to get . waitress kept apologizing said they didn t have enough kitchen help . well if you run a business get enough help . this is not a gourmet dinning . wings were not good as well . ,train
negative,received an email from malee s listserv today . . . this location is now closed . owner says it s due to the economy . main street location is still open . n nmy heart aches . ,train
negative,"service was terrible ! i will never return ! ! ! we waited in the bar and were never greeted or spoken too . people walked in after us and were seated . not sure what their structure is for seating , but they suck at it . i will not be back . ",train
negative,marginal at best for the money . the whole place really does not seem up to the standard of other westin properties i have stayed at . ,train
negative,"maybe i m not in the right crowd to enjoy the food . the feeling was far too pretentious for my taste , and the food was quite underwhelming . ",train
negative,just had some about minutes ago . n nno . ,train
negative,the manual car wash is very expensive . i am going to do my car at home from now on . the price of the manual to do a good job approaches a full service wash with interior clean up . ,train
negative,they helped me but not really . i was asking about my a c unit and they kinda were confused or something . or maybe i was either way i did not get the right answers or products . ,train
negative,so dissatisfied we went to denny s afterwards . sour cream and lime extra charge for your tacos ? not going to eat here again . ,train
negative,i stopped in because i saw the grand opening sign at their new location . this was my first visit to napoli i probably won t return considering that the pizza and lasagna were only average and pricepoints were a little high . ,train
negative,bad bad experience . . . got sold on a hand car wash to clean the mud from underneath . came out with mud still caked on . . . and . . . they lost my antenna . . why would you need to take the antenna off if you were going to hand wash it ! ! ? ? ? save your obey . . go the wash . ,train
negative,"food was mediocre at best , place seems kind of dirty . wouldn t recommend . ",train
negative,"dude . we re over here . no ? no eye contact ? too busy with your iphone ? n nthe bartender was beat . we left without being acknowledged or served and we literally waived our arms . could be good , but who d know . wasn t busy either . you re fired . ",train
negative,"look out for these guys . purchased vip washes from deal chicken and twice when i went to get my car , i was only given the basic wash . two times out of three . most people would not pay any attention and leave without knowing . from now on , i will be going somewhere else . ",train
negative,"this store has such bad service . the service staff are rude rude rude . save your money , shop elsewhere . ",train
negative,"is it a north carolina thing to have bathroom attendants in every men s room , hustling to give you a piece of paper towel from the automatic dispenser and ingratiating himself for tips ? this is not a nightclub , right ? and if it is , it is the worst nightclub airport in the world . ",train
negative,i just didn t feel welcome . it was a small place and that s no problem but i just was never comfortable here . ,train
negative,"i took my parents here because it s one of their favorite places , but i wasn t that impressed . the service was impeccable , but the food not much different than outback or texas roadhouse . ",train
negative,awful service . cold burger . forgot my onion rings . rude people overall . i do not understand why this place gets any business at all . ,train
negative,"this particular petsmart is for the birds ! it s not very clean or organized . the aisles are very narrow . they do have a lot of aquarium items , including fresh water fish . would like to see them make it a little more user friendly . n nmost petsmart s are the same unfortunately . ",train
negative,the worst service experience i have had in years tonight . no refills and finally had to go and ask for my check . ,train
negative,"electrolysis is no longer offered here , even though it s listed on the company s website . frustrating to research it , find a place that looks convenient , and then have to start all over . ",train
negative,i have been to many . . many . . sprint stores and this is the worst . employees are slow . most of them very uneducated with their own product . and just all around poor customer service . this store needs some work . ,train
negative,your prices suck and your selection is not much better . not hard to see why amazon is eating your lunch . good riddance were it not for relatives gifting giftcards i wouldn t even bother with you . ,train
negative,"always a good flick to see , even an art film or two . unfortunately , there are so many broken seats ! so not comfortable . they need to refurbish seats and make it stadium seating in all the theaters within the whole structure . i like that they have light lemonade though . i much prefer the . ",train
negative,"not a fan . had the sesame chicken lunch combo and did not like it at all . the soup if a veggie and if you want egg drop it s a . more , the fried rice has nothing fried it s just yellow rice . the chicken was hard and the sauce wasn t good . it was just not a good experience . ",train
negative,"really poor service , i fixed an appointment for test driving cars . after being made to wait for over minutes , they informed me that one of the cars has been sold and the other one cannot be found . worst experience ever",train
negative,if you have over people plan on waiting over hrs for a table . if you happen to ask for a manager don t count on ever speaking with one . you are an inconvenient burden that pays their bills . ,train
negative,today this cafe suck for customer service . . the wait staff is clueless on the customer experience . the food is okay but there better choices up the road . ,train
negative,overpaid dramatically for the terrible sandwich i received . really bad sandwiches in this dump . i hate giving money to people who don t deserve it . not good for the money . not my thing . no sir i would not like another . ,train
negative,"trying to understand why chicken on half order of nachos costs as much as on full order ? miguel , manager of the kitchen on north hayden , reassured me that it is exactly the same amount as it is on the full order . . . . what ? you be the judge . . . ",train
negative,"price reflects quality and service . purchased wedding gown , brides maids and mothers bride and groom mothers and grandmothers dresses . girls were rude and our brides maids dresses seems and straps fell apart just before the wedding . ",train
negative,"not on my list for a quick return . had been several years since my last one , so most likely will not be revisited unless the crew decides it s a must do . sitting outside is nice but the speakers are annoying . cut them off or fix them . ",train
negative,love the store . nice stuff . price reasonable . bad parking . . . employees at this location are nicer and willing to help compare to the one at ohio river blvd . . . . easy check out . friendly staff . . . . . ,train
negative,not bad food . but not great either . ,train
negative,today was the second day in a row that this store didnt have crispy fried chicken or crispy chicken strips . ,train
negative,"this place does a pretty good job with the car wash but the attendant that takes your money is always saying inappropriate things to me . if you are a woman , be warned . ",train
negative,by far one of the worst meals i ve had . the bathroom was backed up and all over the mats . that set the tone of my experience there,train
negative,slowest delivery ever ! not worth it,train
negative,"after trying this place a couple of times , i have to say i m not going back . i wanted to like it but the yakisoba noodles on a bed of rice doesn t make sense to me . my daughter didnt find the orange chicken that great either . too bad , really like the quaint garden area . ",train
negative,meh ! ! wish the people were nicer,train
negative,"yep . tons of feta on the feta gyro hides the fact the meat is missing . n nweak . n ntry king gyros on rd tbird . little out of the way , but way better and you wont leave hungry . ",train
negative,had the brisket and the bbq beef sandwich sides . everything was no good . the meat was dry the sides were bland . if you re looking for good bbq in the phoenix area i recommend honey bears or bobby q s . ,train
negative,"food not that good overpriced . my calmari was very tough must have been old . sauce was good nskimpy salad . service not that good . will not go back , very dissapointing , and the place was empty . ",train
negative,"lady gaga concert . never ever again . ridiculous techno music for plus hours . tickets said and while i understand concerts don t start on time , this is egregious . ",train
negative,"this location is always out of stock on items . it s disorganized , messy , and frankly . . . behind on the times . i love target , but i m really starting to get burnt out on this spot . ",train
negative,from living in nyc for years i tried this place and i took one bite and threw it all away . and very expensive,train
negative,"they don t even deserve that star . horrible service , attitude , business ethics . safe yourself a headache and go to a real verizon store . ",train
negative,"i wish i could give this place no stars . the place was nasty , food had no flavor , desserts were freezer burnt , and the only thing good was the mcdonald s we had after we left this place disappointed ! ",train
negative,"so decided to get some wings because i had the urge to eat some wings and , well i was desperate , haha . n nwhat i received was a very sad stack of chicken wings . they were under sized and over cooked again p . n nnever again",train
negative,terrible salad as lettuce was wilted a bit . steak was so filled with marbleing that it was ineatable . the cup of water was good . ,train
