rating,review,split
negative,i am sorry this place has turned into a complete day care center . i almost cringe coming to this mall . ,train
negative,omg this is the slowest airport i have been to in the last months . n ni have been in to different airports in the us in the last months . ,train
negative,took min to get appetizers ! claimed they were very busy but half the seats were empty . appetizers were cold . didn t stay for our meals . horrible management ! ,train
negative,hey fate . you were better when you were that hole in the wall on university called lucky dragon . n n nboo . n nnastiest food ever . ,train
negative,this place was so so . we went on easter they were not busy at all but the service was awful . they were slow and the food wasn t that good . ,train
negative,"portions minuscule , ndecaf cold nservers impolite and distracted ages to wait for the bill . brought jam rather than butter to the table . nthe menu selections overpriced and illconceived . ",train
negative,"found fries in my breakfast burrito , my sons burrito had huge chunks of oily bacon very disappointed . got my money back never gonna eat there again ! rather go to taco bell . ",train
negative,"for as expensive as this is , at least they could give you a real cup for coffee vs . styrofoam . ",train
negative,the salad doesn t have enough cheese ! ,train
negative,closed ? sign on the door says the landlord seized everything . ,train
negative,"boring sandwich . period . i fell for the hype and while it was filling for bucks , it just did not satisfy a craving . . . i had the corned beef . ",train
negative,always starts out by saying how long have you had the car ? needs some fixin nwhat a bunch of fucking liars . avoid this place at all costs . i wish we could send an investigator to this place,train
negative,wanted to try because of all the great reviews but sadly a little disappointed . service was really great but unfortunately the food was mediocre . ,train
negative,d mexican food at best . i didn t get sick or barf up a hariball . n nthat s the best i can say about this place,train
negative,"the french fries were so soggy you could use them as shoe laces , also portions were undersized not one of the containers were full to the top , not that any of us wanted to eat them",train
negative,disappointing obviously has not been maintained upgraded since it opened in nunderstaffed for game day nfood was cold an service was slow nlast time here,train
negative,quite possibly the worst food i have ever had at a reputable restaurant . some food was inedible salty and the veggies had no seasoning whatsoever . terribly disappointing . ,train
negative,"mediocre sandwiches and milk shakes . also , the woman behind the counter was very rude and had a terrible attitude . ",train
negative,i stood waiting behind another customer and watched a roach climb along the pass through that connects the kitchen to the ordering area . n nno thanks . you can cancel my order . n n ,train
negative,"horrible customer service . there are so many people working here and when you need their help , they aren t there to help and make you wait for them . i hate coming to walmart for this reason ! ",train
negative,when times are slow this place will make up for it by exagerating the problems with your vehicle . customer beware ! the service you get is not the one you really needed . ,train
negative,the rudest bartender in phoenix ! will not be back ! went for monday night football and he didn t have the sound on because he was too busy . what ? it s a sports bar what a jerk,train
negative,expensive for food that is mediocre . the wait time for the food was incredibly long and they weren t even that busy . lame . ,train
negative,drove minutes to get here only to find the store hours were incorrect and the store closed . please update your store hours . ,train
negative,generally substantially slower and noticeably more expensive than badger cab . ,train
negative,closed now traffic jam,train
negative,"very pushy ! i went with my mother who is fighting cancer , i was shocked at how pushy they were with her . they are taking advantage of cancer patients . ",train
negative,"avg food , too salty . ",train
negative,horrible bar service . . . all draft beers are out on a saturday ! not worth the stop . ,train
negative,we tried to get tickets for the hobbit . their computers were down and they were only taking cash . my complaint is that they were not telling people in line . very poor customer service . ,train
negative,it is sooooo cold in the dining room . . . its cold enough outside . . . for crying out lout turn up the heat ! ! ! ! ,train
negative,dirtiest jack in the box ever ! ! i grew eating jack in the box an this is a peru excuse for one . ,train
negative,the worst . they tried to have my car towed for parking in their delivery spot that was marked with a sign so small you d need binoculars to see it . not cool . ,train
negative,"understaffed . checkout lines almost always long , staff rarely available to help . not super clean . will see if that improves at the new location . . . ",train
negative,"awful . everything is way too salty and overpriced . you can get a better burger across the street at diner . cool decor , though . ",train
negative,ate at this location twice first time was just ok . . . and my second time i got food poising,train
negative,steak was not cooked properly . after the second attempt still wrong n . . gave up . n ngood sweet potato though ! n nnot my most favorite place for steak . ,train
negative,expensive and just ok . ,train
negative,c,train
negative,"worst pho i have ever had ! ! rubbery beef , crunchy noodles and tasteless broth . . . . look else where for pho ! ! ! ",train
negative,worst dj is here . way too loud on the microphone . i will not be going here . ,train
negative,terrible service . . . it took a few minutes just to be greeted by the host . nfood was ok . . . ,train
negative,"i hate this store and the one on bell ! ! ! ! ! ! they rip you off , when you trade in . . . . always messy , always all over the place never again ! ! ! ",train
negative,"still closed , phone not in service . ",train
negative,"before you have granite work done by them , please ask to see our pictures . terrible , extremely noticeable and customer service unprofessional . rerr cox . net",train
negative,service was terrible . food wasn t the greatest either . there are a lot better mexican restaurants on the area . ,train
negative,"my simplest review yet n n garbage sushi n awkward , out of place music n below average server n overpriced n no plans to go there again",train
negative,"being from la , i was disappointed with the tacos . the carne asada was bland and didn t think this is authentic mexican food but another street faire . ",train
negative,long walks to go anywhere . mot great service . key to room failed . waited minutes to get assistance . hotel was unaware of important events going on at hotel . the list goes on ,train
negative,i feel bad posting this but it is a complete waste of time . ,train
negative,i actually got a good haircut but the customer service was really bad . you ve been warned . ,train
negative,worst service ever . stay away . bartender will sit next to you and play on his phone while ignoring you when hes not completely out of sight . one star for delicious salsa though,train
negative,rip . off . thief people up in there . ,train
negative,chicken katsu was horrible . over cooked massive fatty chicken yuck . ,train
negative,stay away from this location . i made an appointment and arrived min early and waited for over an hour after my scheduled appointment before i just left . ,train
negative,"this is the most amazingly slow drive through ever ! ! ! just cars ahead of me and it took hour ! ! ! never , ever go here . ever ! ",train
negative,"awful place , there are bugs , and the food is not the same and the staff not the same , does not know how to cook kosher , this is not a good jewish deli anymore . ",train
negative,i walked in literally walked right out . n nnot my cup of tea . . . . . . or beer . ,train
negative,went here for a work event and none of the games that we were told we had free access to even worked . dave and busters is way better and definately has a better atmosphere . ,train
negative,este restaurante lo unico que tiene de guadalajara es el nombre . todo es comida chicana muy malita . en el escusado habia un hombre semi desnudo aseandose . . . que asco . n nverguenza ajena,train
negative,"no thanks . there is only one game in town in florence , and it s called jalape u f os . no doubt about it . ",train
negative, stars only because the service was good . food sucked . ,train
negative,i am very happy to say that brother s pizza is trying to make things right by giving west wing school from the fundraiser fiasco . lessons learned . . . better communication is the key . ,train
negative,"got the wash . they did armor all inside and out . car didn t get very clean , but was good enough . paid way too much for the quality of the wash . spent very little time wiping the car down . ",train
negative,"dirty . i had flies buzzing all over me during dinner inside . they were out of a lot of stuff , but . . . they do get points for being opened in the middle of the night i suppose . ",train
negative,this was not great . not even good . just ok . the meat is very hard . i just expected more based on the reviews . meh,train
negative,"great set up , great location , great flour tortilla chips , but everything else not so great . i have tried a few different dishes , and they were not very good . too bad , it s a cool set up . ",train
negative,it is the busiest holiday week of the year and they have one man working and two broken kiosks . hour wait . i would do half a star if possible . ,train
negative,"customer service at the mac . not good . n nif you want to be unnoticed for mins or beg for service you d love the mac section here . nif not , scottsdale would be worth the long trip ! ",train
negative,"well , here it is july th and they still are slow rolling me on my insurance claim . what a crappy company . ",train
negative,"the pizza has really never been any good but at one time it was a pizza and wings combo at a decent price . at this point , it s just overpriced greasy food . bummer . ",train
negative,i went here once to get my pants hemmed and got yelled at for not purchasing proper pants in the first place . i was too startled to respond but have since thought of many witty replies . oh well . ,train
negative,i got the worst food poisoning i have ever had in my life from this place . it has been three days and i m still having trouble eating and digesting food . i do not recommend eating here,train
negative,"food is so so , but service has been lacking the last two times we have been in . i will not return as there are many choices in that area with much better food and service ! ",train
negative,nothing special . precooked meals that taste microwaved . ,train
negative,as far as nike factory stores go . . . this was one of the worst . . . i think they were remodeling when i was in there because they didn t have much to offer . ,train
negative,flies in this place . ,train
negative,the convention center needs better souvenir store vendor . everything looked old and used . not a lot of souvenirs to pick . poor souvenir store . need major improvement . ,train
negative,"employees friendly , but do a terrible job cleaning . i rather deal with the long waiting at fabulous freddy across the street . ",train
negative,the employees are friendly and seem knowledgable but hours to get a flat fixed is unacceptable . i will be taking my business elsewhere from now on . ,train
negative,a dealer s release of wrong information is labelled as a fraud to cheat the consumers ! ,train
negative,me some friends came here for lunch but an hour pass by we never received our food . . . we end up leaving because our lunch time was over . . . never coming back to this restaurant,train
negative,very beautiful restaurant that s about it . ni didn t expect fine dining but this was tasted like overpriced tv dinners . it used to be ok now it just falls way short of acceptable . ,train
negative,food was ok . service was poor . saw a roach near our table . not my choice for a lunch companion ! ,train
negative,"greasy , salty , gringo mexican food at gringo prices . no bueno . no gracias . ",train
negative,steak wasn t med rare no server after the food came the manager was wanting to know what i thought only great thing was the bread,train
negative,horrible service they will come to your house start job and never come back to . they do kohler repairs and kohler should lose their number ! ,train
negative,"the food was no bueno , and i m a little terrified that the only two diners robbed the place after i left . very nice staff . . . and the prepackaged fortune cookie was tasty ! ",train
negative,it s way too loud in here . i prefer the central ave . location . ,train
negative,this quiznos is not good to go to . they are rude and the sandwich sucked . . . do not go here ! ,train
negative,good on the usual suspects but other than that don t get too crazy on the others . service not good,train
negative,i haven t been back here in years . the food is mediocre at best . head to monterrey s . ,train
negative,i refuse to be treated like a criminal by default . i will not give up my personal property becaue they think i might steal something . n nmost of the stuff in this place is junk . ,train
negative,receptionist was very rude and i would never take my pet here ! ,train
negative,"i would only give this place one star but the service is good so yeah . back in the day they had fajitas on the lunch menu , but with that gone the menu sucks ! that is all . ",train
negative,horrible dumb people when calling . walmart isnt annoying if you help yourself but even the asst manager courtney is an idiot,train
negative, star service my butt ! i literally saw people come in and just stand in the lobby . no greeting from the owner . . . nothing ! i left . will never come back or recommend . ,train
negative,maybe it s the broken wrist doing the reviewing but this place has way too many unattended children to be deemed safe . ,train
negative,"the actual restaurant is fine , the service is friendly and good . n ni am not going to go in to the food other than to say , no . n noh well bucks and all i can muster is a no . ",train
negative,horrible horrible service,train
negative,closed ! ,train
negative,worse than store freezer pizza . what with the cold cheese on top of hot pizza ? terrible . if you want quality fiori s is a few miles away . ,train
negative,the chicken tenders had a weird rubbery texture and this was the second time so no more for me . ,train
negative,food was good but our waiter was horrible and our lunch at in the afternoon took over hours because the service was so slow . ,train
negative,what ? i don t get it . why the heck does this place have so many star reviews ? the food was bland and meh . no thanks . ,train
negative,"so slow ! waited min between courses . entree dish was barely warm the manager removed the charge for the dish . food was good , not the service i expect at its price point . disappointing . ",train
negative,"what happened to this place ? n nservice was bad this time , wings were choking ly dry ! months before yesterday the burger was gross but service was good . they used to have better food ! ",train
negative,go somewhere else if you can . waiting an hour for a drug test and over hours to see a doctor is a joke . ,train
negative,this company will not respond to my complaint that their broken wash wash machinery broke my new windshield ! ! ! ! ,train
negative,just watched a guy in a sf giants cap flip burgers with his glove . gross . ,train
negative,a cypriot grill that excludes halloumi from the menu cannot be run by cypriots . . ! ! i was very sadly disappointed . this establishment would be short lived in cyprus . ,train
negative,food sucked . but atmosphere was great with the many people we were with . ,train
negative,thats not bbq . . . its meat with bbq sauce ,train
negative,"nice little shop with nice selection of fabric . i didn t like the way they tore the fabric ! when i got home and squared up my fabric piece , i was inch short ! ! ",train
negative,"very inconsistent food and service . sometimes good , but of the time they screw up part of my order . ",train
negative,awesome chowder but that s it . . . ,train
negative,a part here cost me . found same part at home depot for . won t be back ! ,train
negative,"i saw sharts , a skullet and a brony ! ",train
negative,out of business . ,train
negative,well put sarah . . . but if you want a super quick place for lunch they get you in and out . . . the food is to be expected . . . burrtios from a chain resturant . . . ,train
negative,the food is really not good . ,train
negative,"horrible wait in the drive thru for food , discourteous staff . have never had a positive experience at this hardee s so i can t even rate the food . ",train
negative,horrible service . they couldnt seat us for minutes even though there are open seats . waited another for a server . ill go to tempe next time or just not here,train
negative,great beer selection . great specials . frustrated when our clueless server didn t offer happy hour prices minutes before happy hour and then still didn t offer them when we brought it up . ,train
negative,worst zoo i ve ever been too . way over priced for a filthy facility . will never waste my money here again . the only nice thing i can say is that all of the staff are very friendly,train
negative,very dirty and disgusting . sat down and he brought out egg noodles and duck sauce . long black hair right on top . got up and walked out . ,train
negative,"nice lobby . nice hotel . very slow internet . i realize it is free , but you shouldn t market it as a freebie if it can t be sold otherwise . definitely no high speed at this hotel . ",train
negative,business closed . . . no call cancelling appointment . very poor form purchased a three pack of facial pedi s and doubt i will see any refund ,train
negative,"the view is nice , but the food was cold and service was really slow . better off just getting foods from one of the stands . was hoping for a fancy ballpark experience this was not it . ",train
negative,worst experience ever . i have been sitting in the front of the restaraunt for minutes waiting for our order . ,train
negative,"sadly really went downhill . they switched to a new vendor , the prices went up and they are no longer having sales . ",train
negative,meh . nthat s about as much enthusiasm as i can muster for this place . . . ,train
negative,"lights too low , music too loud , not many people inside , drinks too expensive . plus it costs just to get in . def not worth it . try some where else ! ",train
negative,"some nice settings for rings but some of the center stones were literally yellow to the eye and priced at . they definitely need to look at their inventory , quality and pricing . wouldn t go back . ",train
negative,i get all my crafting supplies from nthis store . it s an awesome place to shop if you know what your looking for . ,train
negative,"the food is actually fairly mediocre . but with an endless supply of buy one get one coupons they distribute , it s one of those why not sort of places for a breakfast for two . ",train
negative,this place is disgusting ! i ve tried it multiple times over the past years and still it is truly awful . i keep hoping they ll figure something out for the better . ,train
negative,"i got food poisoning after eating at this location , i almost went to the hospital after about hrs of vomiting and diarrhea . i will never eat arby s again",train
negative,"mediocre , at best . they were nice and the service was decently fast , but certainly not worth the money . my small dish of ravioli was . n ncertainly not worth the money . ",train
negative,disgusting ! lol never go here . nothing is fresh went here for lunch today i must say nastiest buffet ive ever been to in my life . dont waste your money n n ngood service but really bad food . ,train
negative,food is great but the last time i went the cook was sick and coughing up a storm and was not washing his hands i had to leave with out eating my food . ,train
negative,well not very good at all,train
negative,the new owners of ice house tavern are no longer hosting live bands . this is such a disappointment to the local music scene ! ,train
negative, flights delayed today at the airport and this place is running out of chicken and turkey which is mostly all of there sandwiches unreal this has happened numerous times ! don t bother ! ,train
negative,not surprised that this place wasn t impressive . the food was cold or dry and stale . the salmon sushi had a weird taste to it . the variety of offerings is good but the quality is just lacking . ,train
negative,"well , the customer service is great and the work is spectacular , but their pricing is insane ! ! ! they wanted double what most of the other shops wanted for a fairly simple repair . ",train
negative,"if you like dog food , then go to this lousy place for food . ",train
negative,i had him bid something for me and not thorough in looking at the job and the price was high,train
negative,"been closed for months , was open less than month enough said ! nwasn t very good at all . . . . ",train
negative,the male bathroom was very dirty . there were crap stains on the back toilet and urine on the floor and foot prints in it . they are not keeping the bathrooms cleans at this qt,train
negative,"how the mighty have fallen , service is pure crap",train
negative,the skycap service at the east economy lot is a joke . they won t take your bags if you get there min before your flight or of you arrive at pm on sunday night hour min before your flight . ,train
negative,"good food worth waiting , and waiting , and waiting for . . . now wait wait for the check . ",train
negative,"it s copps . . . east , west all the same . poor selection , poor lighting , bad layout and overpriced . always has been and always will be . i prefer woodmans or metro market . ",train
negative,rude staff . always screw up online orders . never ready on time . ,train
negative,my chicken was so plain . i was upset with it . it was just teriyaki chicken . hard to mess up . i doubt ill be back . it is a relaxing place tho . just dont go for the food . ,train
negative,"after i wrote this , my fiance got sick from the food . n nso , i looked up their health code violations , and they don t store their food at proper temps . n new . ",train
negative,"decent burger , good salads but really high prices for the quality . . . probably because of the location . nice outdoor seating area . ",train
negative,don t order from these guys minute before closing they ll take your order and money not deliver your food . i never received my pizza waited to pm nobody show up . . . . ,train
negative,didn t like the food at all . the chicken does not look like real chicken . not sure what i was eating . will not go back to eat here again . ,train
negative,the manager was very unprofessional and rude . star because the cashier wanted to please the customer and had a positive attitude . ,train
negative,the idiot oil change kid tried to charge me . for an oil change that i got at honda for . . told me my,train
negative,"it s a bathroom stop . food is bad , place is always dirty , people are okay , iced tea is good . playground s always dirty , i would never let my kid play there . yuck . ",train
negative,the long line at cpk for a weekend dinner is testament to the triumph of good location over mediocre food and not very good service by the frazzled staff . ,train
negative,the gym will be closed in june . their reason lease is up ,train
negative,the queen of the bloated corporate steakhouses ! save your money . . . . . find a local street vendor . . . . . and buy tickets to whatever is at the blumenthal ! ! ,train
negative,quality of food has taken a beating . it used to be so good i m talking about the macadamia nut chicken . we probably won t go back . ,train
negative,i ordered chile rellenos and beans and what i got was chile relleno soup and watered down beans . you could literally drink the chile rellenos . worst worst worst mex in all the valley . ,train
negative,"it s a like a stampede when you enter this store ! the least of the problem is the other shoppers , but the staff are gruff and unfriendly . wasn t worth it for me . ",train
negative,a attendant recklessly scratched up my car using pliers to remove the exterior antenna . who does that ? avoid this place at all costs . ,train
negative,how does this place have star reviews ? ? n nthe food isn t that great and staff isn t friendly either . they take so much time to serve ! the other thai restaurants in the area are way better . ,train
negative,their quesadilla burger gave me food poisoning . nuff said . ,train
negative,very rude service . poor choices of sides e . g . no french fries ,train
negative,only good on fridays . the other days it s just venders . friday actually has real people selling their own stuff . ,train
negative,"meh . friday night and they have tons of pre cooked pizza sitting there . not fresh , salad that came in the combo was decent . ",train
negative,please be careful here . . . they scratched my car and i thought the interior cleaning was poor . they seem to rush the car wash process . i d look somewhere else . ,train
negative,bring a book to read while you wait for your food to come . a pillow might come in handy also . ,train
negative,mmmmmk so i went to shane co n nstaff are stuck up and to busy to help you . will i go back nope no noppie . ,train
negative,one of the worst places to get customer service . a horrible experience trying to order and get installation done for my house,train
negative,"usually i really like this place but , on a monday night with only person making the ice cream and people in line . . not good customer service stone cold . . ",train
negative,rude receptionist that refused to help me and told me to go online and make the reservation there . won t be using their facilities . ,train
negative,"big , sprawling , very crowded and disorderly . on the upside , i ll guess weather isn t a factor here . ",train
negative,"the sandwich was amazing . . . . but defintiely not worth . i ve definitely had better . it didn t even come with a side . great location and outdoor seating , but overrated . ",train
negative,"horrible service . server doing everything , including hostess . food mediocre . definitely not worth a second try . ",train
negative,this airport is scary . i ve never encountered so many people handing out bibles to people on a layover flight . i now have no interest in flying back . ,train
negative,ew . i will never go back . just thinking about my experience makes me want to vom . ,train
negative,don t bother if you care about customer service . one stylist for the entire place resulted in two walkouts in minutes . amateur hour . ,train
negative,the coke still has a funny taste . i was hoping after they remodeled that that would be fixed . ,train
negative,"omg . customers , techs and still waiting over an hour since my appt time . all the free techs are doing each others nails . last time i come here . ",train
negative,"we went three for st , patrick day . two harps bottle beers and oyster costs . ",train
negative,the worst most over breaded oysters ever . . . it s a dive to boot . ,train
negative,"location is a little run down , but it s shoneys . you kind of get what you pay for . n nfood is still decent , but not best quality . n none positive is you have a big variety ! ",train
negative,small station . outdated for the volume of traffic handled . but a nice gentleman volunteer opens the door for you . ,train
negative,the blue burrito of sushi . . bad sushi in a totally average environment . . if you can t go to sakana or hiro sushi certainly try this . . ,train
negative,"very disappointed , especially when compared to brent s in la where everything on the menu is great . phoenix is a deli wasteland . ",train
negative,kind of disappointing pizza,train
negative,cops cops and more cops people getting arrested lots of guns not a safe stay for the family or anyone else for that matter ! also rooms smell like smoke,train
negative,"if you want a nice view go , but if your looking for good service and food go somewhere else . the price for that kind if service is not worth it . ",train
negative,to all ndis place is not the same anymore dey changed der menus yrs ago i have never went bak since . miss the old bill johnson s . it s funny its closed down now ! ,train
negative,"avoid at all costs . i think their name is now xo nails . they were unprofessional , dirty and in then end i am not happy . should of left before they started . ",train
negative,having car problems is already bad enough . labor was expensive but expected for a franchise . customer service on the other hand was awful . ,train
negative,"not bad , a little oily . not sure that i like it . might have to try it again . ",train
negative,very inconsistent . ,train
negative,i can t imagine finding more generic and bland chinese food if i searched for a year . this makes pei wei look gourmet . ,train
negative,this mcdonald s has the slowest staff i have ever seen . absolutely pathetic ! ,train
negative,this subway has terrible service . the food is just ok and the space is not well kept . ,train
negative,and now the scorpions have arrived . worst place i ve ever lived ! more bugs then i ve ever seen,train
negative,"worst customer service i ve ever had . i would never go here again , they are rude and treated me terribly . ",train
negative,samurai sam s is way better . ,train
negative,"closed ! and the big slides removed ? ? n nnot sure what is going on here , looks to be some renovations i ll be totally bummed if they lose the big slides . ",train
negative,very rude manager . she acted like i was an idiot with every question i had . she acted like it was such a hassle to give me a sample after i spend . . i will not return . ,train
negative,"it is ok , nothing fantastic . definitely not the best thai food , but it would work in a bind . very average . ",train
negative,you can do better than this . incompetent doctor s and office staff . i am a nurse and to characterize this office as nothing but a frustration is a compliment . ,train
negative,"they have a pretty good selection of cigars , but they are pricey . there are better prices at almost any other smoke shop in the area . ",train
negative,"very disappointed , i grew up in texas and lived in tex mex . the enchilada sauce had a very weird taste . i couldn t even finish it . ",train
negative,ecasketch bad service . wrong order . poor chris . . super hereo sosa to rescue ! dipped chocalate cone check . lol ! ,train
negative,i dealt with vivian so i can t speak for the rest of the staff . she was rude and unprofessional ! she nicked me twice and then had the nerve to call me sensitive ! will i go back ? not a chance ! ,train
negative,"rude cashier , i believe her name was erin short blond hair . we use this gas station , but dread having to go inside because the service is always so poor . ",train
negative,"i walked in to try the fish sandwich that i have heard so much about but decided not to stay . the smell of smoke is over powering . if your not a chain smoker , opt for takeout . ",train
negative,i bought a fry daddy at the corningware outlet . that was the highlight of my visit . ,train
negative,reserved a non smoking room and they could not accommodate when i checked in . i will never come back . ,train
negative,"stay home , go to chili s or go somewhere the service is good . i will never go here again after waiting an hour for boneless wings and a salad . are you kidding me ? ? ? lol just say no people ! ",train
negative,good food weak service . ,train
negative,not going to explain . just don t waste your time . ,train
negative,"i also found her rude , unwilling to answer questions . ",train
negative,"i read the new ass t governor gave a speech there invoking god . please , spare me , now i will pass . n nplease save that shit for church . the rest of us will pass on this crap . ",train
negative,"what is that smell ? ! ? just walked in , had to leave to throw up . . . didn t make it past the hostess stand ",train
negative,"this is the greasiest pizza i ve ever had in pittsburgh , i couldn t eat it . ",train
negative,lousy service . food was ok . fries were cold . server never asked about refills for drinks . ,train
negative,"i wrote a big scathing story , but decided just to put it simply . n ntheir water is cold . go somewhere else if you need want warm water to rinse your car or undercarriage . ",train
negative,worst car buying experience i have ever had . ,train
negative,i was extremely disappointed by the rude treatment i received . i would not recommend this shop to anyone . as a matter of fact i got a yelp account for the sole purpose of rating this shop . ,train
negative,in a word disappointing . overpriced and slow . pm at nigt and not a lot of people here . we won t be back . we were charged for celery and ranch and the menu said there was no charge . ,train
negative,"out of business , not surprising they have been going down hill for years . ",train
negative,they just wanna get rid of you and charge you . worst great clips ever,train
negative,"ordered the fish tacos with rice and beans . bland , awful . fish was overfried . beans were not that wonderful smooth creamy texture that refried beans are supposed to be . won t be going back . ",train
negative,"heard good things , but , did not even measure up . very bland . . . really man ? it s thai how can it be flavorless ? don t waste your time ! ",train
negative,"it was ok . n nmussels were good . service ok . ambiance seemed dated . worth a trip , but not sure i would go back . ",train
negative,"horrible , go to long john silver s . i hear oyster bar and think delicious raw oysters not deep fried crap . ",train
negative,"dry burger with very little toppings . slice of tomato , leaf of lettuce , ring of onion , and a dab of mayo and ketchup . i ll find a different wendy s next time . ",train
negative,rude customer service and they denied me something every other starbucks has always offered no problem . ,train
negative,we went and the service was slow and our food was wrong . i won t go back . ,train
negative,there is only about pieces of meat about the size of my thumbnail in my hakata bowl . so disappointing . ,train
negative,"i was underwhelmed . i ordered the filet and it was a nice cut of meat , but the sauce and everything else on the plate was cloyingly sweet . i couldn t even taste the steak . that steak cost . ",train
negative,just ordered pies for thanksgiving . terrible ! ! ! crusts were so thick and raw . pecan pie filling was so chewy it had to be thrown away ! they have lost a lifelong customer ! mary hedges,train
negative,everytime i come here some customer is always running out this store with a unpaid item . ,train
negative,absolutely the worst service i ve ever seen . we waited for a half hour before grabbing a waitress . ,train
negative,unbelievable that a egg restarunt does not know how to poach an egg . x for eggs benedict and still wrong . xs eggs not cooked x killed them . i gave up . ,train
negative,closed nthey re gone . . gone . . gone,train
negative,just went there for dinner again . what happened ? pizza was downright lousy . crust was awful sausage not tasty at all . completely forgettable . ,train
negative,came for prime rib it is and they are already out of prime . just better management of the place,train
negative,very slow service . food is typical for bk . ,train
negative,the leather conditioner they used on my seats was rancid ! ! ! it was sticky and left my car smelling like a nasty deep drier . . booooooo ! ! ,train
negative,i waited min for two oreo blasts . they weren t even made correctly so i left mine on the table . wish i would have just got my money back . never going back,train
negative,needs more books and homeless people . dvd collection didn t include jingle all the way and the place feels off putting . one star . ,train
negative,called a cab about an hour ago and was told minutes . minutes ago was told minutes . using my cell phone s last remaining battery life to leave this star review . ,train
negative,"full trash bins , over charged for free drink with sandwich purchase , unfriendly man working today . n nthis is not what i am used to for a qt . ",train
negative,"i only eat here occasionally because a couple of my co workers like it . bland bbq , bland chicken . ok salad bar . overpriced for the quality . i have never understood the allure of this chain . ",train
negative,posted hours am . doors are locked at and no one picks up the phone . hopefully this means they are out of business because this place has gone so far down hill,train
negative,"once again i dragged myself out of the house on saturday to buy vac bags . and once again they are closed . good family owned business , but call before you waste the time and gas . ",train
negative," large cokes for almost ! ? ! ? n nhell with you , czar of sirloin ! i m going to mcdonalds , carl s jr or quiktrip from now on . ",train
negative,wasn t too impressed with their food . we tried a variety of their rolls and nothing stood out . sakana s still the best ! ,train
negative,poor service . . . . . fish breading hard just luke warm . go somewhere better,train
negative,i love noodles but this location is going downhill fast . they undercook overlook my chicken every time . they are also getting good at under boiling noodles ! ,train
negative,"not much of a selection at any of the stores , it s all junky leftovers from seasons ago . i won t go back . ",train
negative,the cheese enchilada was pretty good . but the grounded beef taco was horrible ! i think taco bell makes better grounded beef taco . i wouldn t come back again . ,train
negative,slowest and most disorganized starbucks ever ! minutes for regular coffees and a pre made spinach wrap . ,train
negative,they are rude tell you nothing and just leave you there . i need to drop off my car and no one talked to me for mins they . ,train
negative,the human race has jumped the shark . ,train
negative,"i m disappointed nearly every time i go here . store is just too small . variety sucks , prices suck . why does it have to be so close ? ? ",train
negative,"i wish i could give this place stars for its terrible food quality . oily , greasy and bad taste . all members of our party fell sick , throwing up and or with a running stomach . ",train
negative,i just had the worst service here . eric our waiter was non existent and we had to seek him out just to get our check . food was overdone and nothing to talk about . ,train
negative,grade f n na complete nightmare . awful food served by stupid staff . can i get another helping of second hand smoke with those stupid mini cheeseburger appetizers ? ,train
negative,"nothing stood out , including the famous burnt almond torte . ",train
negative,"don t bother with this company , he was scheduled to do work for me and was a no call , no show and won t answer his phone . ",train
negative,i don t understand what is so great about this place . i got the tacos and it was one of the worst that i ever had . i just moved here and still searching for a great taco place . ,train
negative,go early ! traffic backs up on the to university and the parking lot is not fun to negotiate ! ,train
negative,i have nothing compelling to say because this restaurant is unremarkable . the food is good . i have eaten here a few times when i was with a group . i wouldn t ever choose it on my own accord . ,train
negative,"now that dr . chad campbell no longer with this group , i can say that i tried another doctor there and just not happy at all really bummed ! ! ",train
negative,the bread was good . ,train
negative,"lunch wait staff was friendly , food ok but don t go there if you need to be anywhere near meal time takes forever to get served and get your check so you can be on your way ",train
negative,"not exactly an upscale mall by a long shot . service is horrendous and it is crowded and messy , with a poor selection of low grade stores . ",train
negative,"i had better . ntakes way too long , nand this place went downhill in quality and service over the last years . ",train
negative,"food isn t the best . i always feel like i ate a rock when i leave . i do really like the salsa chip tray they bring out different salsas , a bean dip and chips . you can get better elsewhere . ",train
negative,good was not very good . the venue was so outdated the only good thing were the flour tortillas,train
negative,sorry . . . i d . . . never want to eat here . . . tried txice . . . not good enough for me,train
negative,"i like the buffet , but that s about it . the slots are tighter than a frog s asshole , and the place is smokier than hell . ",train
negative,"the food was good , however , and counting of our are now sick from food poisoning . ",train
negative,this is by far the worst circle k on the face of the planet all of their debit card readers on the gas pumps are out people nin line for gas ! ! i will never shop here again,train
negative,it delivers on the name . i stopped in after work for a drink and never tried the food but this is not my kind of place . ,train
negative,this place was awful ! my nails all pealed off in less than days ! ! cheap polish and products ! ! not impressed ! ! ,train
negative,who is flagging down all the one star reviews for the harmony bar ? to anyone considering patronizing this establishment read the flagged reviews . ,train
negative,great pizza and wings but some of the employees are rude . lot of good pizza in the area think i will start going elsewhere,train
negative,we arrived at the door at pm and we were told that they closed at pm . our party of went elsewhere . hard to below they could not use the extra business . very short sighted imho . ,train
negative,hidden off the glendale . big place big patio . meh food . chips salsa ok . skip the queso . vegetarians beware everything is made w meat . beans and noodle stuff . ugh . safe w grilled veggies . ,train
negative,service was poor . unfriendly atmosphere . left before we could try food . very disappointed . ,train
negative,"i m sorry , but if you choose qdoba over chipotle , then sit down , son we need to have a talk . ",train
negative, . . . . ,train
